farm_id,field_id,region,latitude,longitude,elevation,soil_type,soil_ph,organic_matter_percent,nitrogen_content,phosphorus_content,potassium_content,avg_temperature,annual_rainfall,humidity_percent,solar_radiation,crop_type,crop_variety,planting_date,harvest_date,fertilizer_type,fertilizer_amount_kg_ha,irrigation_method,irrigation_frequency_days,tillage_type,seed_rate_kg_ha,pest_pressure,disease_pressure,pesticide_used,yield_per_hectare,cost_per_hectare,revenue_per_hectare,profit_per_hectare,water_usage_mm,carbon_footprint_kg_co2,pH_soil_ph,OrganicMatter_organic_matter_percent,Nitrogen_nitrogen_content,Phosphorus_phosphorus_content,Potassium_potassium_content,Rainfall_annual_rainfall,Temperature_avg_temperature,Yield_yield_per_hectare,Profit_profit_per_hectare,WaterUsage_water_usage_mm,CarbonFootprint_carbon_footprint_kg_co2,planting_month,planting_season,growing_days,growing_period_category,profit_margin,profit_margin_category,cost_efficiency,cost_efficiency_category,water_efficiency,water_efficiency_category,carbon_efficiency,carbon_efficiency_category,sustainable_practices_count,sustainability_level,elevation_category,humidity_category,solar_radiation_category
FARM_00044,FIELD_FARM_00044_1,California_Central_Valley,38.729185,-121.198563,1302.2,Silt,7.1,3.18,31.3,21.1,100.9,16.3,203.8,60.4,23.0,Wheat,Durum_Wheat,2023-10-03,2024-01-20,Organic_Compost,2355.8,Drip_Irrigation,2,Strip_Till,119.1,Medium,Medium,Yes,4.21,1739.85,1185.59,-554.25,940.3,269.4,Alkaline,Medium,Medium,Low,Medium,Low,Moderate,Medium,Low,High,Low,10,Fall,109,Medium,-46.74887608701153,Loss,0.0024197488289220337,Medium,0.004477294480484952,None,0.015627319970304383,High,2,High,Mountain,Moderate,High
FARM_00045,FIELD_FARM_00045_4,Northeast,46.89046,-77.905871,696.9,Sandy_Loam,6.35,2.46,26.7,30.4,223.7,11.2,1167.9,41.8,22.2,Potatoes,Russet,2023-04-15,2023-07-29,Potassium_High,118.7,Rainfall_Only,0,Minimum_Till,2210.3,Low,Medium,No,36.93,6179.88,13752.16,7572.29,0.0,208.3,Neutral,Medium,Medium,Medium,High,High,Cool,VeryHigh,VeryHigh,Low,Low,4,Spring,105,Medium,55.06255017393631,High,0.005975844191149342,High,0.0,None,0.17729236677868457,VeryHigh,1,Medium,Highland,Dry,High
FARM_00046,FIELD_FARM_00046_5,Pacific_Northwest,42.550049,-119.046151,199.1,Sandy,6.53,2.1,15.8,21.7,76.1,11.5,1883.6,41.4,29.0,Lettuce,Lettuce_Standard,2023-03-28,2023-07-15,No_Fertilizer,0.0,Rainfall_Only,0,Conventional_Till,2.3,Low,High,Yes,11.04,782.98,14090.15,13307.17,0.0,273.2,Neutral,Medium,Low,Low,Low,High,Cool,High,VeryHigh,Low,Low,3,Spring,109,Medium,94.4430683846517,High,0.014099977010907046,VeryHigh,0.0,None,0.0404099560761347,High,0,Low,Lowland,Dry,VeryHigh
FARM_00047,FIELD_FARM_00047_1,Northeast,45.073786,-71.694099,975.4,Clay,7.31,3.27,40.7,33.6,95.5,10.7,1095.2,62.4,23.3,Soybeans,Maturity_Group_4,2023-06-03,2023-09-28,Organic_Compost,1639.5,Rainfall_Only,0,No_Till,64.3,Low,Low,No,3.93,1263.13,2059.53,796.4,0.0,164.6,Alkaline,Medium,High,Medium,Low,High,Cool,Medium,High,Low,Low,6,Summer,117,Medium,38.66901671740639,High,0.0031113187082881413,Medium,0.0,None,0.023876063183475092,High,3,VeryHigh,Highland,Moderate,High
FARM_00048,FIELD_FARM_00048_4,Southwest,32.545178,-102.204141,1151.6,Silt,6.26,4.17,39.9,40.7,231.3,20.9,549.4,80.5,21.3,Soybeans,Maturity_Group_4,2023-04-12,2023-07-13,Phosphorus_High,107.4,Sprinkler,5,Minimum_Till,63.2,Low,Medium,Yes,3.4,1111.72,1616.2,504.48,597.1,347.6,Neutral,High,Medium,Medium,High,Medium,Moderate,Medium,Medium,High,Medium,4,Spring,92,Medium,31.213958668481624,High,0.003058324038426942,Medium,0.005694188578127616,Low,0.009781357882623704,Medium,0,Low,Mountain,Humid,Moderate
FARM_00049,FIELD_FARM_00049_1,Midwest,41.472311,-83.102002,668.0,Clay,6.99,2.83,30.7,31.9,149.8,11.4,605.4,66.5,24.0,Beans,Beans_Standard,2023-04-03,2023-08-24,Organic_Compost,1603.7,Subsurface_Drip,13,Reduced_Till,50.4,Medium,Low,No,2.68,1277.21,710.51,-566.71,108.9,344.8,Neutral,Medium,Medium,Medium,Medium,Medium,Cool,Low,Low,Low,Medium,4,Spring,143,Long,-79.76101673445835,Loss,0.002098323689917868,Low,0.024609733700642792,Medium,0.007772621809744779,Low,2,High,Highland,Moderate,High
FARM_00050,FIELD_FARM_00050_5,Pacific_Northwest,45.734583,-113.273145,1058.1,Silt,7.58,3.4,33.0,12.4,296.7,9.5,885.4,42.3,24.6,Carrots,Carrots_Standard,2023-03-01,2023-07-17,Urea,210.2,Rainfall_Only,0,Reduced_Till,3.2,Low,Low,No,35.15,736.18,18089.3,17353.12,0.0,541.8,Alkaline,Medium,Medium,Low,High,High,Cool,VeryHigh,VeryHigh,Low,Medium,3,Spring,138,Long,95.93030133836025,High,0.04774647504686354,VeryHigh,0.0,None,0.06487633813215209,VeryHigh,1,Medium,Mountain,Dry,High
FARM_00051,FIELD_FARM_00051_3,California_Central_Valley,37.60865,-120.629386,798.4,Sandy_Loam,6.23,2.91,22.3,57.1,292.5,16.3,385.4,60.0,28.0,Carrots,Carrots_Standard,2023-05-23,2023-09-15,No_Fertilizer,0.0,Sprinkler,4,No_Till,2.4,Medium,High,Yes,14.33,904.62,6522.85,5618.23,653.2,234.0,Neutral,Medium,Medium,High,High,Low,Moderate,High,High,High,Low,5,Spring,115,Medium,86.13152226404101,High,0.01584090557361102,VeryHigh,0.021938150642988364,Medium,0.06123931623931624,VeryHigh,1,Medium,Highland,Moderate,VeryHigh
FARM_00052,FIELD_FARM_00052_5,Pacific_Northwest,46.668801,-116.342221,522.9,Sandy,7.0,0.6,19.3,38.5,267.7,12.1,1590.7,73.2,28.2,Potatoes,Red,2023-04-02,2023-07-18,Nitrogen_High,184.0,Subsurface_Drip,5,Reduced_Till,2317.2,Low,Medium,Yes,29.83,6876.63,10269.47,3392.84,365.8,553.4,Neutral,Low,Low,Medium,High,High,Cool,VeryHigh,High,Medium,Medium,4,Spring,107,Medium,33.03812173364351,High,0.00433788061884964,Medium,0.08154729360306177,High,0.05390314419949404,VeryHigh,0,Low,Highland,Humid,VeryHigh
FARM_00053,FIELD_FARM_00053_3,Midwest,44.456869,-93.333933,22.0,Loam,6.91,4.0,39.4,42.4,144.9,11.5,911.4,61.6,15.4,Soybeans,Maturity_Group_2,2023-06-12,2023-10-15,Organic_Compost,2129.5,Rainfall_Only,0,Deep_Till,66.4,High,Medium,No,1.85,1363.47,667.77,-695.7,0.0,370.6,Neutral,Medium,Medium,Medium,Medium,High,Cool,Low,Low,Low,Medium,6,Summer,125,Long,-104.18257783368526,nan,0.0013568322001950904,Low,0.0,None,0.004991905018888289,Low,2,High,Lowland,Moderate,Low
FARM_00054,FIELD_FARM_00054_5,Southwest,36.45592,-104.704514,570.1,Silt,7.7,2.88,20.1,44.0,114.2,19.7,322.9,76.1,23.1,Beans,Beans_Standard,2023-04-17,2023-07-28,Phosphorus_High,94.8,Sprinkler,5,Conventional_Till,42.4,Low,High,Yes,1.06,1201.77,283.78,-917.99,787.9,504.3,Alkaline,Medium,Medium,Medium,Medium,Low,Moderate,Low,Low,High,Medium,4,Spring,102,Medium,-323.48650362957227,nan,0.0008820323356382669,Low,0.0013453483944663028,None,0.0021019234582589728,Low,0,Low,Highland,Humid,High
FARM_00055,FIELD_FARM_00055_2,Great_Plains,46.283896,-96.296828,65.1,Sandy,5.67,0.51,11.8,46.1,198.4,13.2,623.3,47.9,20.4,Carrots,Carrots_Standard,2023-03-04,2023-07-21,Nitrogen_High,170.9,Sprinkler,5,Reduced_Till,3.4,Medium,Low,No,25.17,939.59,8898.67,7959.09,719.5,681.3,Neutral,Low,Low,Medium,Medium,Medium,Cool,VeryHigh,VeryHigh,High,High,3,Spring,139,Long,89.44134348166635,High,0.02678827999446567,VeryHigh,0.03498262682418346,Medium,0.03694407749889917,High,1,Medium,Lowland,Dry,Moderate
FARM_00056,FIELD_FARM_00056_1,California_Central_Valley,37.676791,-121.286216,468.4,Loam,6.91,3.64,28.8,37.4,198.6,17.5,495.7,46.1,25.4,Wheat,Spring_Wheat,2023-09-11,2024-01-17,Urea,180.9,Drip_Irrigation,2,No_Till,135.3,Medium,Medium,Yes,4.89,1445.8,1095.57,-350.24,938.7,472.1,Neutral,Medium,Medium,Medium,Medium,Medium,Moderate,Medium,Low,High,Medium,9,Fall,128,Long,-31.968746862363883,Loss,0.003382210540877023,Medium,0.005209332054969638,None,0.010357975005295486,Medium,2,High,Rolling,Dry,High
FARM_00057,FIELD_FARM_00057_1,Midwest,45.171558,-93.382162,1247.8,Silt,7.48,2.58,26.5,71.6,212.7,10.1,794.6,55.0,25.0,Wheat,Spring_Wheat,2023-10-23,2024-02-19,Urea,180.0,Drip_Irrigation,2,Reduced_Till,123.9,High,Low,Yes,3.39,1280.99,868.7,-412.29,1211.4,568.1,Alkaline,Medium,Medium,High,High,Medium,Cool,Medium,Low,nan,Medium,10,Fall,119,Medium,-47.46057327040405,Loss,0.002646390682206731,Medium,0.0027984150569588906,None,0.005967259285337088,Low,1,Medium,Mountain,Moderate,High
FARM_00058,FIELD_FARM_00058_2,Southwest,36.774836,-110.278517,573.8,Silt,7.76,2.05,26.1,63.8,110.9,22.0,237.2,51.6,26.8,Cotton,Cotton_Standard,2023-04-14,2023-08-17,Organic_Compost,1763.8,Sprinkler,4,Strip_Till,18.1,Low,Low,No,1.74,1351.97,2451.94,1099.97,996.5,344.8,Alkaline,Medium,Medium,High,Medium,Low,Moderate,Low,High,High,Medium,4,Spring,125,Long,44.86121193830191,High,0.001287010806452806,Low,0.001746111389864526,None,0.005046403712296983,Low,2,High,Highland,Moderate,VeryHigh
FARM_00059,FIELD_FARM_00059_3,Great_Plains,47.871488,-97.042511,1488.2,Clayey_Loam,6.51,3.85,33.8,47.8,207.0,12.7,566.2,72.5,17.1,Wheat,Spring_Wheat,2023-11-02,2024-02-26,Nitrogen_High,167.5,Subsurface_Drip,8,Deep_Till,112.6,Medium,High,Yes,3.78,1502.15,821.78,-680.37,303.5,780.9,Neutral,Medium,Medium,Medium,High,Medium,Cool,Medium,Low,Medium,High,11,Fall,116,Medium,-82.79223149748108,Loss,0.0025163931697899673,Medium,0.012454695222405271,Low,0.004840568574721475,Low,0,Low,Mountain,Humid,Low
FARM_00060,FIELD_FARM_00060_1,Southwest,31.030793,-112.641446,219.6,Clayey_Loam,6.16,3.78,35.3,26.3,70.0,22.7,248.8,66.7,29.0,Tomatoes,Determinate,2023-03-11,2023-06-10,NPK_Balanced,141.7,Micro_Sprinkler,7,Minimum_Till,0.4,Medium,Low,Yes,54.55,1096.67,41398.42,40301.75,335.4,434.1,Neutral,Medium,Medium,Medium,Low,Low,Moderate,VeryHigh,VeryHigh,Medium,Medium,3,Spring,91,Medium,97.35093754785811,High,0.04974149014744635,VeryHigh,0.16264162194394752,High,0.1256622897949781,VeryHigh,1,Medium,Rolling,Moderate,VeryHigh
FARM_00061,FIELD_FARM_00061_2,Pacific_Northwest,42.849695,-120.450873,151.6,Silt,7.19,3.58,28.2,26.3,105.2,9.7,1777.0,78.2,25.9,Wheat,Durum_Wheat,2023-11-27,2024-03-23,Urea,197.8,Rainfall_Only,0,Reduced_Till,104.5,Low,High,Yes,3.61,1246.13,985.97,-260.17,0.0,563.0,Alkaline,Medium,Medium,Medium,Medium,High,Cool,Medium,Low,Low,Medium,11,Fall,117,Medium,-26.387212592675237,Loss,0.002896969016073764,Medium,0.0,None,0.006412078152753108,Low,0,Low,Lowland,Humid,High
FARM_00062,FIELD_FARM_00062_1,California_Central_Valley,38.094741,-120.705998,1251.5,Clayey_Loam,7.27,4.85,53.0,44.1,77.4,17.6,309.0,78.0,16.5,Soybeans,Maturity_Group_3,2023-05-08,2023-09-09,Organic_Compost,1851.1,Sprinkler,4,Strip_Till,57.5,Low,High,Yes,1.65,1670.88,891.7,-779.18,587.4,273.5,Alkaline,High,High,Medium,Low,Low,Moderate,Low,Low,High,Low,5,Spring,124,Long,-87.38140630256812,Loss,0.0009875035909221487,Low,0.0028089887640449437,None,0.00603290676416819,Low,1,Medium,Mountain,Humid,Low
FARM_00063,FIELD_FARM_00063_4,Southeast,25.461116,-78.045378,692.2,Loam,6.74,3.16,29.3,25.9,272.3,17.7,1506.0,44.8,29.8,Wheat,Winter_Wheat,2023-09-13,2024-01-31,Organic_Compost,1485.5,Rainfall_Only,0,Reduced_Till,96.6,High,Medium,Yes,3.5,1441.47,989.72,-451.75,0.0,196.7,Neutral,Medium,Medium,Medium,High,High,Moderate,Medium,Low,Low,Low,9,Fall,140,Long,-45.644222608414495,Loss,0.002428076893726543,Medium,0.0,None,0.017793594306049824,High,1,Medium,Highland,Dry,VeryHigh
FARM_00064,FIELD_FARM_00064_3,Northeast,42.884917,-72.305375,1245.8,Sandy,5.53,0.66,19.7,30.7,242.3,9.7,929.2,49.3,16.8,Peas,Peas_Standard,2023-03-26,2023-08-17,NPK_Balanced,94.3,Subsurface_Drip,9,No_Till,59.4,Low,Low,Yes,1.42,1187.64,471.32,-716.32,172.9,359.7,Neutral,Low,Low,Medium,High,High,Cool,Low,Low,Low,Medium,3,Spring,144,Long,-151.981668505474,nan,0.0011956485130174125,Low,0.00821283979178716,Low,0.00394773422296358,Low,1,Medium,Mountain,Dry,Low
FARM_00065,FIELD_FARM_00065_4,Midwest,48.280836,-98.609225,558.3,Loam,6.83,3.17,23.6,29.2,282.1,10.7,897.6,40.6,29.9,Soybeans,Maturity_Group_3,2023-04-15,2023-07-31,Phosphorus_High,108.2,Subsurface_Drip,12,Strip_Till,53.3,Medium,Medium,Yes,2.42,1239.87,1015.99,-223.88,167.2,403.7,Neutral,Medium,Medium,Medium,High,High,Cool,Low,Low,Low,Medium,4,Spring,107,Medium,-22.035649957184617,Loss,0.0019518175292570997,Low,0.014473684210526316,Low,0.005994550408719346,Low,0,Low,Highland,Dry,VeryHigh
FARM_00066,FIELD_FARM_00066_3,Southeast,26.580745,-83.494623,1226.7,Loam,6.23,3.03,27.5,63.1,235.9,18.7,884.7,46.8,16.4,Beans,Beans_Standard,2023-05-08,2023-09-16,No_Fertilizer,0.0,Subsurface_Drip,9,Deep_Till,56.2,High,Low,Yes,2.22,1112.77,779.11,-333.66,259.0,407.9,Neutral,Medium,Medium,High,High,High,Moderate,Low,Low,Medium,Medium,5,Spring,131,Long,-42.82578839958414,Loss,0.0019950214330005304,Low,0.008571428571428572,Low,0.005442510419220398,Low,0,Low,Mountain,Dry,Low
FARM_00067,FIELD_FARM_00067_2,Southeast,29.264615,-81.702455,831.3,Sandy_Loam,6.99,3.18,37.1,10.8,237.4,19.6,1342.7,74.0,27.6,Carrots,Carrots_Standard,2023-05-04,2023-08-21,Potassium_High,140.2,Subsurface_Drip,9,Strip_Till,2.7,Medium,Low,Yes,35.35,901.26,14054.66,13153.39,205.0,367.9,Neutral,Medium,Medium,Low,High,High,Moderate,VeryHigh,VeryHigh,Medium,Medium,5,Spring,109,Medium,93.58739378967546,High,0.03922286576570579,VeryHigh,0.17243902439024392,High,0.0960858929056809,VeryHigh,0,Low,Highland,Humid,VeryHigh
FARM_00068,FIELD_FARM_00068_3,Pacific_Northwest,46.496279,-124.027196,870.0,Silt,7.1,3.51,36.6,66.3,117.5,12.3,1446.3,43.5,15.9,Corn,Sweet_Corn,2023-05-16,2023-09-27,NPK_Balanced,102.5,Subsurface_Drip,11,Strip_Till,23.3,Low,Low,Yes,13.56,1183.53,2575.38,1391.85,143.3,495.9,Alkaline,Medium,Medium,High,Medium,High,Cool,High,High,Low,Medium,5,Spring,134,Long,54.04445169256575,High,0.011457250766773973,High,0.09462665736217725,High,0.02734422262552934,High,0,Low,Highland,Dry,Low
FARM_00069,FIELD_FARM_00069_3,Southwest,34.427819,-121.331578,614.9,Sandy_Loam,6.85,2.98,37.8,24.2,191.4,23.9,266.1,71.5,23.8,Tomatoes,Determinate,2023-03-19,2023-08-08,NPK_Balanced,95.4,Drip_Irrigation,2,Reduced_Till,0.6,High,High,Yes,30.45,1005.29,21116.69,20111.4,785.8,551.0,Neutral,Medium,Medium,Low,Medium,Low,Moderate,VeryHigh,VeryHigh,High,Medium,3,Spring,142,Long,95.23935806227209,High,0.030289767131872397,VeryHigh,0.038750318147111225,Medium,0.05526315789473684,VeryHigh,1,Medium,Highland,Humid,High
FARM_00070,FIELD_FARM_00070_2,Southeast,35.912682,-81.813395,10.5,Clay,6.24,4.64,34.8,62.6,214.2,20.7,855.2,42.6,19.2,Beans,Beans_Standard,2023-04-24,2023-08-01,No_Fertilizer,0.0,Rainfall_Only,0,Strip_Till,55.2,Medium,Medium,Yes,2.22,620.8,833.3,212.5,0.0,111.2,Neutral,High,Medium,High,High,High,Moderate,Low,Medium,Low,Low,4,Spring,99,Medium,25.50102004080163,High,0.0035760309278350523,Medium,0.0,None,0.019964028776978417,High,0,Low,Lowland,Dry,Moderate
FARM_00071,FIELD_FARM_00071_3,Southwest,28.782274,-101.07241,129.6,Sandy,6.6,1.6,10.3,71.7,148.4,23.0,515.1,68.1,22.4,Potatoes,Red,2023-03-24,2023-08-09,Potassium_High,117.4,Subsurface_Drip,13,Conventional_Till,2972.0,Low,Low,No,38.3,8244.07,13120.5,4876.43,154.8,524.6,Neutral,Low,Low,High,Medium,Medium,Moderate,VeryHigh,High,Low,Medium,3,Spring,138,Long,37.16649517929957,High,0.004645763560959575,High,0.2474160206718346,High,0.07300800609988561,VeryHigh,1,Medium,Lowland,Moderate,High
FARM_00072,FIELD_FARM_00072_1,Pacific_Northwest,48.020978,-114.157785,101.5,Sandy_Loam,6.57,2.73,21.3,69.3,157.2,9.6,1794.8,49.7,16.5,Carrots,Carrots_Standard,2023-05-08,2023-09-12,Organic_Compost,2367.7,Subsurface_Drip,7,Strip_Till,3.0,Medium,Low,Yes,34.29,1664.33,14534.3,12869.97,230.4,310.8,Neutral,Medium,Medium,High,Medium,High,Cool,VeryHigh,VeryHigh,Medium,Medium,5,Spring,127,Long,88.54894972582099,High,0.02060288524511365,VeryHigh,0.148828125,High,0.11032818532818532,VeryHigh,1,Medium,Lowland,Dry,Low
FARM_00073,FIELD_FARM_00073_5,Great_Plains,37.262677,-100.423093,1420.0,Sandy,6.63,1.62,19.0,16.6,135.9,11.1,495.4,75.9,20.6,Lettuce,Lettuce_Standard,2023-04-19,2023-07-22,Nitrogen_High,191.8,Subsurface_Drip,12,Conventional_Till,1.8,Low,Medium,No,20.87,1143.95,24988.62,23844.68,204.0,648.5,Neutral,Low,Low,Low,Medium,Medium,Cool,High,VeryHigh,Medium,High,4,Spring,94,Medium,95.42215616548654,High,0.01824380436207876,VeryHigh,0.10230392156862746,High,0.03218195836545875,High,1,Medium,Mountain,Humid,Moderate
FARM_00074,FIELD_FARM_00074_2,Southeast,30.371235,-88.707574,249.1,Loam,6.54,4.69,35.9,45.5,199.5,15.2,1091.0,73.0,27.3,Corn,Sweet_Corn,2023-03-12,2023-06-20,NPK_Balanced,130.4,Subsurface_Drip,11,Reduced_Till,29.7,Low,Medium,Yes,13.06,1258.12,2258.34,1000.22,198.2,431.2,Neutral,High,Medium,Medium,Medium,High,Moderate,High,High,Low,Medium,3,Spring,100,Medium,44.290053756298875,High,0.010380567831367439,High,0.06589303733602422,High,0.03028756957328386,High,0,Low,Rolling,Humid,VeryHigh
FARM_00075,FIELD_FARM_00075_5,Southwest,33.632243,-97.402,119.1,Clayey_Loam,7.27,3.31,27.4,74.3,77.7,22.6,595.2,80.6,24.8,Corn,Dent_Corn,2023-05-12,2023-09-06,NPK_Balanced,132.0,Sprinkler,6,Minimum_Till,22.4,High,Low,Yes,7.26,1009.55,1704.54,695.0,572.6,545.2,Alkaline,Medium,Medium,High,Low,Medium,Moderate,High,High,High,Medium,5,Spring,117,Medium,40.77346380841752,High,0.007191322866623743,High,0.01267900803353126,Low,0.013316214233308876,Medium,0,Low,Lowland,Humid,High
FARM_00076,FIELD_FARM_00076_2,Great_Plains,45.332968,-92.713258,1265.6,Loam,6.95,2.38,27.6,32.8,221.6,10.3,387.4,78.5,18.4,Beans,Beans_Standard,2023-04-25,2023-09-08,No_Fertilizer,0.0,Micro_Sprinkler,7,Reduced_Till,44.3,Medium,Low,No,2.2,760.46,792.68,32.22,257.4,318.9,Neutral,Medium,Medium,Medium,High,Low,Cool,Low,Medium,Medium,Medium,4,Spring,136,Long,4.064691931170207,Low,0.0028929858243694605,Medium,0.008547008547008548,Low,0.0068987143305111335,Low,2,High,Mountain,Humid,Moderate
FARM_00077,FIELD_FARM_00077_2,Northeast,46.350365,-70.609748,840.7,Loam,6.58,3.14,24.6,36.7,82.2,8.5,1181.4,61.6,15.3,Peas,Peas_Standard,2023-03-19,2023-08-01,Phosphorus_High,124.6,Subsurface_Drip,13,Minimum_Till,55.1,High,High,Yes,1.21,1234.86,406.97,-827.89,146.2,346.1,Neutral,Medium,Medium,Medium,Low,High,Cool,Low,Low,Low,Medium,3,Spring,135,Long,-203.427771088778,nan,0.0009798681631925886,Low,0.008276333789329685,Low,0.003496099393238948,Low,0,Low,Highland,Moderate,Low
FARM_00078,FIELD_FARM_00078_4,Pacific_Northwest,45.784889,-123.551983,362.8,Clay,6.7,3.55,35.4,30.8,125.0,12.0,501.1,80.6,27.8,Corn,Dent_Corn,2023-05-23,2023-09-05,NPK_Balanced,109.7,Sprinkler,4,No_Till,27.9,Medium,Low,No,11.21,910.1,2076.35,1166.25,655.3,467.8,Neutral,Medium,Medium,Medium,Medium,Medium,Cool,High,High,High,Medium,5,Spring,105,Medium,56.168276061357666,High,0.012317327766179541,High,0.017106668701358158,Medium,0.023963232150491665,High,2,High,Rolling,Humid,VeryHigh
FARM_00079,FIELD_FARM_00079_4,Pacific_Northwest,42.657001,-111.355598,1003.8,Clay,6.1,5.85,42.3,58.6,70.6,12.6,1375.3,46.2,20.1,Soybeans,Maturity_Group_2,2023-05-20,2023-10-13,Organic_Compost,2243.2,Rainfall_Only,0,Reduced_Till,53.7,Medium,Low,Yes,3.58,1650.62,1770.63,120.01,0.0,246.9,Neutral,High,High,High,Low,High,Cool,Medium,Medium,Low,Low,5,Spring,146,Long,6.77781354659076,Low,0.0021688819958561025,Low,0.0,None,0.014499797488861887,Medium,1,Medium,Mountain,Dry,Moderate
FARM_00080,FIELD_FARM_00080_3,Midwest,41.689589,-94.232674,1337.2,Sandy,6.04,1.44,7.5,19.8,119.2,11.9,798.8,61.7,17.9,Lettuce,Lettuce_Standard,2023-02-06,2023-06-24,Organic_Compost,1409.2,Rainfall_Only,0,No_Till,1.8,Low,Low,No,22.2,948.81,28136.27,27187.46,0.0,137.6,Neutral,Low,Low,Low,Medium,Medium,Cool,VeryHigh,VeryHigh,Low,Low,2,Winter,138,Long,96.62780460949514,High,0.023397729787839504,VeryHigh,0.0,None,0.1613372093023256,VeryHigh,3,VeryHigh,Mountain,Moderate,Low
FARM_00081,FIELD_FARM_00081_5,Great_Plains,38.889509,-92.56645,426.8,Clay,6.17,3.71,34.8,71.2,173.4,12.8,796.4,45.9,19.1,Corn,Flint_Corn,2023-03-13,2023-06-22,NPK_Balanced,143.6,Rainfall_Only,0,Deep_Till,23.0,Medium,High,Yes,8.73,1039.65,2120.91,1081.26,0.0,448.9,Neutral,Medium,Medium,High,Medium,Medium,Cool,High,High,Low,Medium,3,Spring,101,Medium,50.98094685771674,High,0.008397056701774635,High,0.0,None,0.019447538427266653,High,0,Low,Rolling,Dry,Moderate
FARM_00082,FIELD_FARM_00082_2,Southwest,33.239079,-121.450883,575.8,Silt,6.79,2.3,21.8,62.6,67.8,18.5,341.9,82.4,25.0,Corn,Sweet_Corn,2023-03-10,2023-06-21,NPK_Balanced,140.6,Micro_Sprinkler,13,Reduced_Till,29.1,Low,Low,No,10.13,994.63,2460.76,1466.13,244.0,592.2,Neutral,Medium,Medium,High,Low,Low,Moderate,High,High,Medium,Medium,3,Spring,103,Medium,59.580373543133014,High,0.010184691794938822,High,0.04151639344262295,High,0.017105707531239446,High,2,High,Highland,Humid,High
FARM_00083,FIELD_FARM_00083_3,Midwest,43.220343,-96.919023,729.0,Clayey_Loam,6.52,5.2,52.8,25.1,166.7,11.3,640.4,57.4,27.8,Beans,Beans_Standard,2023-03-06,2023-07-31,Potassium_High,126.5,Drip_Irrigation,2,No_Till,44.5,High,High,No,1.59,883.47,518.97,-364.5,968.8,291.3,Neutral,High,High,Medium,Medium,Medium,Cool,Low,Low,High,Low,3,Spring,147,Long,-70.23527371524365,Loss,0.0017997215525145166,Low,0.0016412056151940547,None,0.005458290422245108,Low,3,VeryHigh,Highland,Moderate,VeryHigh
FARM_00084,FIELD_FARM_00084_1,Southwest,29.715691,-108.699809,767.5,Silt,6.89,2.36,31.7,34.2,88.6,18.2,458.3,68.7,20.1,Wheat,Durum_Wheat,2023-09-06,2023-12-09,Urea,203.7,Subsurface_Drip,12,No_Till,136.4,High,Low,Yes,3.3,1281.64,867.57,-414.08,208.8,515.0,Neutral,Medium,Medium,Medium,Low,Medium,Moderate,Medium,Low,Medium,Medium,9,Fall,94,Medium,-47.728713533201926,Loss,0.0025748260041821413,Medium,0.015804597701149423,Medium,0.006407766990291262,Low,1,Medium,Highland,Moderate,Moderate
FARM_00085,FIELD_FARM_00085_2,Northeast,41.462048,-67.041077,621.2,Loam,6.04,4.27,38.3,30.2,275.0,6.7,1273.6,54.1,28.3,Peas,Peas_Standard,2023-03-27,2023-08-10,NPK_Balanced,102.8,Rainfall_Only,0,Deep_Till,40.6,High,Medium,No,1.51,894.89,400.82,-494.07,0.0,494.3,Neutral,High,Medium,Medium,High,High,Cool,Low,Low,Low,Medium,3,Spring,136,Long,-123.26480714535202,nan,0.0016873582227983329,Low,0.0,None,0.003054825005057657,Low,1,Medium,Highland,Moderate,VeryHigh
FARM_00086,FIELD_FARM_00086_1,California_Central_Valley,37.202207,-120.790667,389.0,Loam,6.27,3.52,36.7,26.5,257.7,17.6,207.8,66.2,30.0,Corn,Flint_Corn,2023-05-17,2023-09-18,NPK_Balanced,159.7,Micro_Sprinkler,13,Strip_Till,26.2,Medium,Low,No,7.86,1088.92,1816.25,727.34,234.5,409.4,Neutral,Medium,Medium,Medium,High,Low,Moderate,High,High,Medium,Medium,5,Spring,124,Long,40.046249139710945,High,0.007218161113764096,High,0.0335181236673774,Medium,0.01919882755251588,High,2,High,Rolling,Moderate,VeryHigh
FARM_00087,FIELD_FARM_00087_3,Northeast,46.366182,-69.889995,800.1,Silt,6.26,3.86,36.9,14.0,220.2,8.8,720.7,83.6,29.2,Soybeans,Maturity_Group_3,2023-05-11,2023-09-10,Phosphorus_High,103.8,Subsurface_Drip,13,Conventional_Till,58.6,Low,Medium,No,3.21,1105.15,1590.22,485.06,159.0,550.1,Neutral,Medium,Medium,Low,High,Medium,Cool,Medium,Medium,Low,Medium,5,Spring,122,Long,30.502697739935353,High,0.0029045830882685605,Medium,0.020188679245283017,Medium,0.005835302672241411,Low,1,Medium,Highland,Humid,VeryHigh
