support,itemsets
0.0816,"['fertilizer_type_NPK_Balanced', 'soil_ph_category_Neutral']"
0.0856,"['fertilizer_type_Nitrogen_High', 'nitrogen_content_category_High']"
0.0526,"['organic_matter_percent_category_Medium', 'fertilizer_type_Nitrogen_High']"
0.0676,"['pest_pressure_Low', 'fertilizer_type_Nitrogen_High']"
0.14,"['planting_season_Spring', 'fertilizer_type_Nitrogen_High']"
0.0528,"['soil_ph_category_Alkaline', 'fertilizer_type_Nitrogen_High']"
0.0868,"['soil_ph_category_Neutral', 'fertilizer_type_Nitrogen_High']"
0.0934,"['fertilizer_type_No_Fertilizer', 'nitrogen_content_category_High']"
0.0538,"['organic_matter_percent_category_High', 'fertilizer_type_No_Fertilizer']"
0.0522,"['organic_matter_percent_category_Medium', 'fertilizer_type_No_Fertilizer']"
0.0716,"['pest_pressure_Low', 'fertilizer_type_No_Fertilizer']"
0.1456,"['planting_season_Spring', 'fertilizer_type_No_Fertilizer']"
0.0606,"['soil_ph_category_Alkaline', 'fertilizer_type_No_Fertilizer']"
0.0846,"['soil_ph_category_Neutral', 'fertilizer_type_No_Fertilizer']"
0.0826,"['fertilizer_type_Organic_Compost', 'nitrogen_content_category_High']"
0.0544,"['organic_matter_percent_category_Medium', 'fertilizer_type_Organic_Compost']"
0.0686,"['pest_pressure_Low', 'fertilizer_type_Organic_Compost']"
0.1364,"['planting_season_Spring', 'fertilizer_type_Organic_Compost']"
0.0526,"['soil_ph_category_Alkaline', 'fertilizer_type_Organic_Compost']"
0.0838,"['soil_ph_category_Neutral', 'fertilizer_type_Organic_Compost']"
0.0988,"['fertilizer_type_Phosphorus_High', 'nitrogen_content_category_High']"
0.052,"['fertilizer_type_Phosphorus_High', 'organic_matter_percent_category_High']"
0.056,"['organic_matter_percent_category_Medium', 'fertilizer_type_Phosphorus_High']"
0.0784,"['pest_pressure_Low', 'fertilizer_type_Phosphorus_High']"
0.1516,"['planting_season_Spring', 'fertilizer_type_Phosphorus_High']"
0.0548,"['soil_ph_category_Alkaline', 'fertilizer_type_Phosphorus_High']"
0.0968,"['soil_ph_category_Neutral', 'fertilizer_type_Phosphorus_High']"
0.0842,"['fertilizer_type_Potassium_High', 'nitrogen_content_category_High']"
0.0508,"['organic_matter_percent_category_High', 'fertilizer_type_Potassium_High']"
0.05,"['organic_matter_percent_category_Medium', 'fertilizer_type_Potassium_High']"
0.0708,"['pest_pressure_Low', 'fertilizer_type_Potassium_High']"
0.1382,"['planting_season_Spring', 'fertilizer_type_Potassium_High']"
0.0558,"['soil_ph_category_Alkaline', 'fertilizer_type_Potassium_High']"
0.0822,"['soil_ph_category_Neutral', 'fertilizer_type_Potassium_High']"
0.0982,"['fertilizer_type_Urea', 'nitrogen_content_category_High']"
0.0568,"['fertilizer_type_Urea', 'organic_matter_percent_category_High']"
0.0546,"['organic_matter_percent_category_Medium', 'fertilizer_type_Urea']"
0.0778,"['pest_pressure_Low', 'fertilizer_type_Urea']"
0.1542,"['planting_season_Spring', 'fertilizer_type_Urea']"
0.0654,"['soil_ph_category_Alkaline', 'fertilizer_type_Urea']"
0.0886,"['fertilizer_type_Urea', 'soil_ph_category_Neutral']"
0.112,"['irrigation_method_Drip_Irrigation', 'nitrogen_content_category_High']"
0.0606,"['irrigation_method_Drip_Irrigation', 'organic_matter_percent_category_High']"
0.0622,"['organic_matter_percent_category_Medium', 'irrigation_method_Drip_Irrigation']"
0.0866,"['pest_pressure_Low', 'irrigation_method_Drip_Irrigation']"
0.0512,"['pest_pressure_Medium', 'irrigation_method_Drip_Irrigation']"
0.1686,"['planting_season_Spring', 'irrigation_method_Drip_Irrigation']"
0.0674,"['soil_ph_category_Alkaline', 'irrigation_method_Drip_Irrigation']"
0.1012,"['irrigation_method_Drip_Irrigation', 'soil_ph_category_Neutral']"
0.098,"['irrigation_method_Flood_Irrigation', 'nitrogen_content_category_High']"
0.056,"['organic_matter_percent_category_High', 'irrigation_method_Flood_Irrigation']"
0.0614,"['organic_matter_percent_category_Medium', 'irrigation_method_Flood_Irrigation']"
0.0804,"['pest_pressure_Low', 'irrigation_method_Flood_Irrigation']"
0.162,"['planting_season_Spring', 'irrigation_method_Flood_Irrigation']"
0.067,"['soil_ph_category_Alkaline', 'irrigation_method_Flood_Irrigation']"
0.0948,"['soil_ph_category_Neutral', 'irrigation_method_Flood_Irrigation']"
0.1026,"['irrigation_method_Micro_Sprinkler', 'nitrogen_content_category_High']"
0.0516,"['irrigation_method_Micro_Sprinkler', 'organic_matter_percent_category_High']"
0.0654,"['organic_matter_percent_category_Medium', 'irrigation_method_Micro_Sprinkler']"
0.082,"['pest_pressure_Low', 'irrigation_method_Micro_Sprinkler']"
0.1648,"['planting_season_Spring', 'irrigation_method_Micro_Sprinkler']"
0.0654,"['soil_ph_category_Alkaline', 'irrigation_method_Micro_Sprinkler']"
0.099,"['soil_ph_category_Neutral', 'irrigation_method_Micro_Sprinkler']"
0.1114,"['irrigation_method_Rainfall_Only', 'nitrogen_content_category_High']"
0.062,"['irrigation_method_Rainfall_Only', 'organic_matter_percent_category_High']"
0.0662,"['organic_matter_percent_category_Medium', 'irrigation_method_Rainfall_Only']"
0.0872,"['pest_pressure_Low', 'irrigation_method_Rainfall_Only']"
0.053,"['pest_pressure_Medium', 'irrigation_method_Rainfall_Only']"
0.1716,"['planting_season_Spring', 'irrigation_method_Rainfall_Only']"
0.0672,"['soil_ph_category_Alkaline', 'irrigation_method_Rainfall_Only']"
0.1044,"['irrigation_method_Rainfall_Only', 'soil_ph_category_Neutral']"
0.0972,"['irrigation_method_Sprinkler', 'nitrogen_content_category_High']"
0.0622,"['organic_matter_percent_category_High', 'irrigation_method_Sprinkler']"
0.0566,"['organic_matter_percent_category_Medium', 'irrigation_method_Sprinkler']"
0.08,"['pest_pressure_Low', 'irrigation_method_Sprinkler']"
0.163,"['planting_season_Spring', 'irrigation_method_Sprinkler']"
0.0612,"['soil_ph_category_Alkaline', 'irrigation_method_Sprinkler']"
0.1014,"['soil_ph_category_Neutral', 'irrigation_method_Sprinkler']"
0.1032,"['irrigation_method_Subsurface_Drip', 'nitrogen_content_category_High']"
0.0644,"['organic_matter_percent_category_High', 'irrigation_method_Subsurface_Drip']"
0.0598,"['organic_matter_percent_category_Medium', 'irrigation_method_Subsurface_Drip']"
0.0846,"['pest_pressure_Low', 'irrigation_method_Subsurface_Drip']"
0.051,"['pest_pressure_Medium', 'irrigation_method_Subsurface_Drip']"
0.17,"['planting_season_Spring', 'irrigation_method_Subsurface_Drip']"
0.0662,"['soil_ph_category_Alkaline', 'irrigation_method_Subsurface_Drip']"
0.1036,"['soil_ph_category_Neutral', 'irrigation_method_Subsurface_Drip']"
0.2202,"['organic_matter_percent_category_High', 'nitrogen_content_category_High']"
0.1684,"['organic_matter_percent_category_Low', 'nitrogen_content_category_High']"
0.2358,"['organic_matter_percent_category_Medium', 'nitrogen_content_category_High']"
0.123,"['pest_pressure_High', 'nitrogen_content_category_High']"
0.3178,"['pest_pressure_Low', 'nitrogen_content_category_High']"
0.1836,"['pest_pressure_Medium', 'nitrogen_content_category_High']"
0.6244,"['planting_season_Spring', 'nitrogen_content_category_High']"
0.1568,"['profit_category_High', 'nitrogen_content_category_High']"
0.1548,"['profit_category_Low', 'nitrogen_content_category_High']"
0.1544,"['profit_category_Medium', 'nitrogen_content_category_High']"
0.1584,"['profit_category_VeryHigh', 'nitrogen_content_category_High']"
0.0866,"['region_California_Central_Valley', 'nitrogen_content_category_High']"
0.0902,"['region_Great_Plains', 'nitrogen_content_category_High']"
0.0928,"['region_Midwest', 'nitrogen_content_category_High']"
0.0842,"['region_Northeast', 'nitrogen_content_category_High']"
0.0908,"['region_Pacific_Northwest', 'nitrogen_content_category_High']"
0.0918,"['region_Southeast', 'nitrogen_content_category_High']"
0.088,"['region_Southwest', 'nitrogen_content_category_High']"
0.2488,"['soil_ph_category_Alkaline', 'nitrogen_content_category_High']"
0.3752,"['soil_ph_category_Neutral', 'nitrogen_content_category_High']"
0.0966,"['soil_type_Clay', 'nitrogen_content_category_High']"
0.1082,"['soil_type_Clayey_Loam', 'nitrogen_content_category_High']"
0.1132,"['soil_type_Loam', 'nitrogen_content_category_High']"
0.105,"['soil_type_Sandy', 'nitrogen_content_category_High']"
0.0978,"['soil_type_Sandy_Loam', 'nitrogen_content_category_High']"
0.1036,"['soil_type_Silt', 'nitrogen_content_category_High']"
0.1022,"['tillage_type_Conventional_Till', 'nitrogen_content_category_High']"
0.1004,"['tillage_type_Deep_Till', 'nitrogen_content_category_High']"
0.098,"['tillage_type_Minimum_Till', 'nitrogen_content_category_High']"
0.116,"['tillage_type_No_Till', 'nitrogen_content_category_High']"
0.1092,"['tillage_type_Reduced_Till', 'nitrogen_content_category_High']"
0.0986,"['tillage_type_Strip_Till', 'nitrogen_content_category_High']"
0.1432,"['yield_category_High', 'nitrogen_content_category_High']"
0.1536,"['yield_category_Low', 'nitrogen_content_category_High']"
0.1586,"['yield_category_Medium', 'nitrogen_content_category_High']"
0.169,"['yield_category_VeryHigh', 'nitrogen_content_category_High']"
0.0566,"['organic_matter_percent_category_High', 'nitrogen_content_category_Low']"
0.0572,"['organic_matter_percent_category_Medium', 'nitrogen_content_category_Low']"
0.0756,"['pest_pressure_Low', 'nitrogen_content_category_Low']"
0.0522,"['pest_pressure_Medium', 'nitrogen_content_category_Low']"
0.1608,"['planting_season_Spring', 'nitrogen_content_category_Low']"
0.0624,"['soil_ph_category_Alkaline', 'nitrogen_content_category_Low']"
0.098,"['soil_ph_category_Neutral', 'nitrogen_content_category_Low']"
0.08,"['organic_matter_percent_category_High', 'nitrogen_content_category_Medium']"
0.0562,"['organic_matter_percent_category_Low', 'nitrogen_content_category_Medium']"
0.0786,"['organic_matter_percent_category_Medium', 'nitrogen_content_category_Medium']"
0.1074,"['pest_pressure_Low', 'nitrogen_content_category_Medium']"
0.0684,"['pest_pressure_Medium', 'nitrogen_content_category_Medium']"
0.2148,"['planting_season_Spring', 'nitrogen_content_category_Medium']"
0.0546,"['profit_category_High', 'nitrogen_content_category_Medium']"
0.051,"['profit_category_Low', 'nitrogen_content_category_Medium']"
0.056,"['profit_category_Medium', 'nitrogen_content_category_Medium']"
0.0532,"['profit_category_VeryHigh', 'nitrogen_content_category_Medium']"
0.0832,"['soil_ph_category_Alkaline', 'nitrogen_content_category_Medium']"
0.1312,"['soil_ph_category_Neutral', 'nitrogen_content_category_Medium']"
0.0576,"['yield_category_High', 'nitrogen_content_category_Medium']"
0.0528,"['yield_category_Low', 'nitrogen_content_category_Medium']"
0.056,"['yield_category_Medium', 'nitrogen_content_category_Medium']"
0.0682,"['pest_pressure_High', 'organic_matter_percent_category_High']"
0.1826,"['pest_pressure_Low', 'organic_matter_percent_category_High']"
0.106,"['pest_pressure_Medium', 'organic_matter_percent_category_High']"
0.3568,"['planting_season_Spring', 'organic_matter_percent_category_High']"
0.0862,"['organic_matter_percent_category_High', 'profit_category_High']"
0.0816,"['profit_category_Low', 'organic_matter_percent_category_High']"
0.0938,"['organic_matter_percent_category_High', 'profit_category_Medium']"
0.0952,"['profit_category_VeryHigh', 'organic_matter_percent_category_High']"
0.0504,"['region_Great_Plains', 'organic_matter_percent_category_High']"
0.0526,"['region_Midwest', 'organic_matter_percent_category_High']"
0.0504,"['region_Northeast', 'organic_matter_percent_category_High']"
0.051,"['region_Pacific_Northwest', 'organic_matter_percent_category_High']"
0.053,"['region_Southeast', 'organic_matter_percent_category_High']"
0.0514,"['region_Southwest', 'organic_matter_percent_category_High']"
0.1392,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_High']"
0.217,"['soil_ph_category_Neutral', 'organic_matter_percent_category_High']"
0.0552,"['organic_matter_percent_category_High', 'soil_type_Clay']"
0.0594,"['organic_matter_percent_category_High', 'soil_type_Clayey_Loam']"
0.0612,"['soil_type_Loam', 'organic_matter_percent_category_High']"
0.059,"['soil_type_Sandy', 'organic_matter_percent_category_High']"
0.0588,"['soil_type_Sandy_Loam', 'organic_matter_percent_category_High']"
0.0632,"['organic_matter_percent_category_High', 'soil_type_Silt']"
0.0608,"['organic_matter_percent_category_High', 'tillage_type_Conventional_Till']"
0.06,"['tillage_type_Deep_Till', 'organic_matter_percent_category_High']"
0.055,"['tillage_type_Minimum_Till', 'organic_matter_percent_category_High']"
0.0626,"['organic_matter_percent_category_High', 'tillage_type_No_Till']"
0.0608,"['tillage_type_Reduced_Till', 'organic_matter_percent_category_High']"
0.0576,"['organic_matter_percent_category_High', 'tillage_type_Strip_Till']"
0.0848,"['yield_category_High', 'organic_matter_percent_category_High']"
0.0814,"['yield_category_Low', 'organic_matter_percent_category_High']"
0.0944,"['yield_category_Medium', 'organic_matter_percent_category_High']"
0.0962,"['organic_matter_percent_category_High', 'yield_category_VeryHigh']"
0.0528,"['pest_pressure_High', 'organic_matter_percent_category_Low']"
0.1406,"['pest_pressure_Low', 'organic_matter_percent_category_Low']"
0.0782,"['pest_pressure_Medium', 'organic_matter_percent_category_Low']"
0.2716,"['planting_season_Spring', 'organic_matter_percent_category_Low']"
0.0688,"['organic_matter_percent_category_Low', 'profit_category_High']"
0.0724,"['profit_category_Low', 'organic_matter_percent_category_Low']"
0.0712,"['organic_matter_percent_category_Low', 'profit_category_Medium']"
0.0592,"['profit_category_VeryHigh', 'organic_matter_percent_category_Low']"
0.1134,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Low']"
0.1582,"['soil_ph_category_Neutral', 'organic_matter_percent_category_Low']"
0.0504,"['tillage_type_Reduced_Till', 'organic_matter_percent_category_Low']"
0.0674,"['yield_category_High', 'organic_matter_percent_category_Low']"
0.0766,"['yield_category_Low', 'organic_matter_percent_category_Low']"
0.0692,"['yield_category_Medium', 'organic_matter_percent_category_Low']"
0.0584,"['organic_matter_percent_category_Low', 'yield_category_VeryHigh']"
0.074,"['organic_matter_percent_category_Medium', 'pest_pressure_High']"
0.1776,"['pest_pressure_Low', 'organic_matter_percent_category_Medium']"
0.12,"['organic_matter_percent_category_Medium', 'pest_pressure_Medium']"
0.3716,"['planting_season_Spring', 'organic_matter_percent_category_Medium']"
0.095,"['organic_matter_percent_category_Medium', 'profit_category_High']"
0.096,"['organic_matter_percent_category_Medium', 'profit_category_Low']"
0.085,"['organic_matter_percent_category_Medium', 'profit_category_Medium']"
0.0956,"['profit_category_VeryHigh', 'organic_matter_percent_category_Medium']"
0.0536,"['region_California_Central_Valley', 'organic_matter_percent_category_Medium']"
0.0518,"['organic_matter_percent_category_Medium', 'region_Great_Plains']"
0.051,"['region_Midwest', 'organic_matter_percent_category_Medium']"
0.0512,"['region_Northeast', 'organic_matter_percent_category_Medium']"
0.0586,"['region_Pacific_Northwest', 'organic_matter_percent_category_Medium']"
0.0524,"['region_Southeast', 'organic_matter_percent_category_Medium']"
0.053,"['region_Southwest', 'organic_matter_percent_category_Medium']"
0.1418,"['soil_ph_category_Alkaline', 'organic_matter_percent_category_Medium']"
0.2292,"['organic_matter_percent_category_Medium', 'soil_ph_category_Neutral']"
0.061,"['organic_matter_percent_category_Medium', 'soil_type_Clay']"
0.0636,"['organic_matter_percent_category_Medium', 'soil_type_Clayey_Loam']"
0.0636,"['soil_type_Loam', 'organic_matter_percent_category_Medium']"
0.0608,"['soil_type_Sandy', 'organic_matter_percent_category_Medium']"
0.0576,"['soil_type_Sandy_Loam', 'organic_matter_percent_category_Medium']"
0.065,"['organic_matter_percent_category_Medium', 'soil_type_Silt']"
0.0634,"['organic_matter_percent_category_Medium', 'tillage_type_Conventional_Till']"
0.059,"['organic_matter_percent_category_Medium', 'tillage_type_Deep_Till']"
0.06,"['tillage_type_Minimum_Till', 'organic_matter_percent_category_Medium']"
0.0652,"['organic_matter_percent_category_Medium', 'tillage_type_No_Till']"
0.065,"['tillage_type_Reduced_Till', 'organic_matter_percent_category_Medium']"
0.059,"['organic_matter_percent_category_Medium', 'tillage_type_Strip_Till']"
0.0978,"['yield_category_High', 'organic_matter_percent_category_Medium']"
0.0922,"['yield_category_Low', 'organic_matter_percent_category_Medium']"
0.0862,"['yield_category_Medium', 'organic_matter_percent_category_Medium']"
0.0954,"['organic_matter_percent_category_Medium', 'yield_category_VeryHigh']"
0.195,"['planting_season_Spring', 'pest_pressure_High']"
0.058,"['profit_category_Low', 'pest_pressure_High']"
0.0736,"['soil_ph_category_Alkaline', 'pest_pressure_High']"
0.1212,"['soil_ph_category_Neutral', 'pest_pressure_High']"
0.0602,"['yield_category_High', 'pest_pressure_High']"
0.0584,"['yield_category_Low', 'pest_pressure_High']"
0.5008,"['pest_pressure_Low', 'planting_season_Spring']"
0.124,"['pest_pressure_Low', 'profit_category_High']"
0.1216,"['pest_pressure_Low', 'profit_category_Low']"
0.125,"['pest_pressure_Low', 'profit_category_Medium']"
0.1302,"['profit_category_VeryHigh', 'pest_pressure_Low']"
0.069,"['pest_pressure_Low', 'region_California_Central_Valley']"
0.07,"['pest_pressure_Low', 'region_Great_Plains']"
0.0754,"['pest_pressure_Low', 'region_Midwest']"
0.0714,"['pest_pressure_Low', 'region_Northeast']"
0.0718,"['pest_pressure_Low', 'region_Pacific_Northwest']"
0.0772,"['pest_pressure_Low', 'region_Southeast']"
0.066,"['pest_pressure_Low', 'region_Southwest']"
0.1988,"['pest_pressure_Low', 'soil_ph_category_Alkaline']"
0.3014,"['pest_pressure_Low', 'soil_ph_category_Neutral']"
0.0826,"['pest_pressure_Low', 'soil_type_Clay']"
0.08,"['pest_pressure_Low', 'soil_type_Clayey_Loam']"
0.0866,"['pest_pressure_Low', 'soil_type_Loam']"
